teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_T,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Auburn Hills Oakland Christian,311221,2012,5,5.4,4.0,27.0,5,1.8,1.0,9.0,1.0,4.0,3.0,"[311314.0, 311608.0, 311579.0, 311010.0, 311135.0, 311608.0, 311184.0, 311184.0]",0.6,18.0,3.6000000000000005,,,,,,,,,,,,,,2.0,10.0,10.0,20.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,"[311579.0, 311135.0, 311184.0, 311184.0]",1.0,18.0,9.0,3.0,2.3333333333333335,1.0,7.0,3.0,2.3333333333333335,2.0,7.0,1.0,2.0,1.0,"[311314.0, 311608.0, 311010.0, 311608.0]",0.3333333333333333,0.0,0.0
Bad Axe,311036,2012,23,3.217391304347826,3.0,74.0,23,5.043478260869565,5.0,116.0,17.0,6.0,6.0,"[311480.0, 311480.0, 311538.0, 311538.0, 311538.0, 311432.0, 311432.0, 311545.0, 311545.0, 311203.0, 311203.0, 311039.0, 311039.0, 311008.0, 311008.0, 311449.0, 311462.0, 311462.0, 311330.0, 311330.0, 311452.0, 311452.0, 311279.0, 311279.0, 311202.0, 311202.0, 311212.0, 311449.0, 311449.0]",0.2608695652173913,-42.0,-1.8260869565217392,,,,,,,,,,,,,,10.0,3.9,2.5,39.0,10.0,5.2,5.0,52.0,8.0,2.0,2.0,"[311545.0, 311545.0, 311449.0, 311462.0, 311462.0, 311330.0, 311330.0, 311279.0, 311279.0, 311212.0, 311449.0, 311449.0]",0.2,-13.0,-1.3000000000000003,13.0,2.6923076923076925,3.0,35.0,13.0,4.923076923076923,5.0,64.0,9.0,4.0,4.0,"[311480.0, 311480.0, 311538.0, 311538.0, 311538.0, 311432.0, 311432.0, 311203.0, 311203.0, 311039.0, 311039.0, 311008.0, 311008.0, 311452.0, 311452.0, 311202.0, 311202.0]",0.3076923076923077,-29.0,-2.230769230769231
Baldwin,311253,2012,0,,,0.0,0,,,0.0,0.0,5.0,0.0,"[311549.0, 311019.0, 311019.0, 311475.0, 311475.0]",,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[311019.0, 311019.0, 311475.0, 311475.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[311549.0],,0.0,
Bangor,311353,2012,13,4.461538461538462,2.0,58.0,13,6.769230769230769,5.0,88.0,8.0,10.0,5.0,"[311392.0, 311392.0, 311385.0, 311385.0, 311391.0, 311391.0, 311269.0, 311174.0, 311174.0, 311120.0, 311024.0, 311102.0, 311102.0, 311350.0, 311350.0, 311383.0, 311383.0, 311531.0, 311531.0, 311304.0, 311304.0, 311034.0, 311350.0]",0.38461538461538464,-30.0,-2.3076923076923075,,,,,,,,,,,,,,9.0,3.0,1.0,27.0,9.0,6.333333333333333,4.0,57.0,6.0,3.0,3.0,"[311392.0, 311392.0, 311385.0, 311385.0, 311391.0, 311391.0, 311174.0, 311174.0, 311102.0, 311102.0, 311304.0, 311304.0]",0.3333333333333333,-30.0,-3.333333333333333,4.0,7.75,6.0,31.0,4.0,7.75,8.5,31.0,2.0,7.0,2.0,"[311269.0, 311120.0, 311024.0, 311350.0, 311350.0, 311383.0, 311383.0, 311531.0, 311531.0, 311034.0, 311350.0]",0.5,0.0,0.0
Bath,311401,2012,8,7.0,6.0,56.0,8,2.5,1.5,20.0,1.0,5.0,7.0,"[311504.0, 311354.0, 311354.0, 311033.0, 311535.0, 311535.0, 311300.0, 311246.0, 311357.0, 311357.0, 311452.0, 311246.0, 311132.0]",0.875,36.0,4.5,,,,,,,,,,,,,,4.0,7.0,6.0,28.0,4.0,2.25,2.0,9.0,0.0,1.0,4.0,"[311535.0, 311535.0, 311246.0, 311452.0, 311246.0]",1.0,19.0,4.75,4.0,7.0,7.0,28.0,4.0,2.75,1.5,11.0,1.0,4.0,3.0,"[311504.0, 311354.0, 311354.0, 311033.0, 311300.0, 311357.0, 311357.0, 311132.0]",0.75,17.0,4.25
Battle Creek Central,311154,2012,9,1.7777777777777777,1.0,16.0,9,13.777777777777779,13.0,124.0,9.0,3.0,0.0,"[311038.0, 311038.0, 311371.0, 311371.0, 311479.0, 311479.0, 311156.0, 311570.0, 311570.0, 311471.0, 311471.0, 311205.0]",0.0,-108.0,-12.0,,,,,,,,,,,,,,3.0,2.3333333333333335,1.0,7.0,3.0,17.0,18.0,51.0,3.0,2.0,0.0,"[311479.0, 311479.0, 311156.0, 311471.0, 311471.0]",0.0,-44.0,-14.666666666666666,6.0,1.5,1.0,9.0,6.0,12.166666666666666,12.5,73.0,6.0,1.0,0.0,"[311038.0, 311038.0, 311371.0, 311371.0, 311570.0, 311570.0, 311205.0]",0.0,-64.0,-10.666666666666666
Battle Creek Harper Creek,311541,2012,9,5.777777777777778,5.0,52.0,9,5.555555555555555,4.0,50.0,5.0,2.0,4.0,"[311156.0, 311479.0, 311342.0, 311471.0, 311471.0, 311023.0, 311147.0, 311147.0, 311371.0, 311270.0, 311327.0]",0.4444444444444444,2.0,0.22222222222222232,,,,,,,,,,,,,,3.0,9.0,5.0,27.0,3.0,6.333333333333333,8.0,19.0,1.0,1.0,2.0,"[311342.0, 311471.0, 311471.0, 311371.0]",0.6666666666666666,8.0,2.666666666666667,6.0,4.166666666666667,3.5,25.0,6.0,5.166666666666667,4.0,31.0,4.0,1.0,2.0,"[311156.0, 311479.0, 311023.0, 311147.0, 311147.0, 311270.0, 311327.0]",0.3333333333333333,-6.0,-1.0
Battle Creek Lakeview,311147,2012,9,7.333333333333333,7.0,66.0,9,5.333333333333333,3.0,48.0,3.0,8.0,6.0,"[311156.0, 311362.0, 311362.0, 311327.0, 311327.0, 311170.0, 311541.0, 311541.0, 311342.0, 311479.0, 311479.0, 311262.0, 311262.0, 311130.0, 311471.0, 311471.0, 311132.0]",0.6666666666666666,18.0,2.0,,,,,,,,,,,,,,7.0,7.857142857142857,7.0,55.0,7.0,4.0,2.0,28.0,2.0,1.0,5.0,"[311327.0, 311327.0, 311541.0, 311541.0, 311342.0, 311471.0, 311471.0, 311132.0]",0.7142857142857143,27.0,3.8571428571428568,2.0,5.5,5.5,11.0,2.0,10.0,10.0,20.0,1.0,7.0,1.0,"[311156.0, 311362.0, 311362.0, 311170.0, 311479.0, 311479.0, 311262.0, 311262.0, 311130.0]",0.5,-9.0,-4.5
Battle Creek Pennfield,311156,2012,15,4.533333333333333,3.0,68.0,15,5.066666666666666,5.0,76.0,7.0,7.0,7.0,"[311541.0, 311147.0, 311148.0, 311148.0, 311016.0, 311016.0, 311570.0, 311570.0, 311322.0, 311322.0, 311154.0, 311245.0, 311245.0, 311051.0, 311051.0, 311497.0, 311461.0, 311469.0, 311469.0, 311131.0, 311131.0]",0.4666666666666667,-8.0,-0.5333333333333332,,,,,,,,,,,,,,9.0,4.444444444444445,3.0,40.0,9.0,4.333333333333333,5.0,39.0,4.0,1.0,5.0,"[311541.0, 311147.0, 311016.0, 311016.0, 311245.0, 311245.0, 311469.0, 311469.0, 311131.0, 311131.0]",0.5555555555555556,1.0,0.1111111111111116,6.0,4.666666666666667,4.5,28.0,6.0,6.166666666666667,4.5,37.0,3.0,6.0,2.0,"[311148.0, 311148.0, 311570.0, 311570.0, 311322.0, 311322.0, 311154.0, 311051.0, 311051.0, 311497.0, 311461.0]",0.3333333333333333,-9.0,-1.5
Battle Creek St Philip,311263,2012,12,6.166666666666667,3.5,74.0,12,5.166666666666667,5.0,62.0,8.0,2.0,4.0,"[311440.0, 311440.0, 311299.0, 311299.0, 311031.0, 311031.0, 311173.0, 311440.0, 311440.0, 311299.0, 311299.0, 311031.0, 311031.0, 311173.0]",0.3333333333333333,12.0,1.0,,,,,,,,,,,,,,12.0,6.166666666666667,3.5,74.0,12.0,5.166666666666667,5.0,62.0,8.0,2.0,4.0,"[311440.0, 311440.0, 311299.0, 311299.0, 311031.0, 311031.0, 311173.0, 311440.0, 311440.0, 311299.0, 311299.0, 311031.0, 311031.0, 311173.0]",0.3333333333333333,12.0,1.0,,,,,,,,,,,,,,,
Bay City All Saints,311203,2012,21,3.5238095238095237,3.0,74.0,21,5.0,5.0,105.0,12.0,2.0,9.0,"[311190.0, 311190.0, 311023.0, 311432.0, 311284.0, 311284.0, 311605.0, 311605.0, 311561.0, 311561.0, 311036.0, 311036.0, 311202.0, 311330.0, 311279.0, 311279.0, 311008.0, 311008.0, 311462.0, 311462.0, 311381.0, nan, 311330.0]",0.42857142857142855,-31.0,-1.4761904761904763,,,,,,,,,,,,,,13.0,3.076923076923077,3.0,40.0,13.0,4.769230769230769,4.0,62.0,7.0,2.0,6.0,"[311284.0, 311284.0, 311605.0, 311605.0, 311561.0, 311561.0, 311036.0, 311036.0, 311202.0, 311279.0, 311008.0, 311008.0, 311381.0, nan, 311330.0]",0.46153846153846156,-22.0,-1.692307692307692,8.0,4.25,4.0,34.0,8.0,5.375,5.0,43.0,5.0,0.0,3.0,"[311190.0, 311190.0, 311023.0, 311432.0, 311330.0, 311279.0, 311462.0, 311462.0]",0.375,-9.0,-1.125
Bay City Central,311367,2012,15,5.466666666666667,4.0,82.0,15,6.266666666666667,7.0,94.0,11.0,9.0,4.0,"[311193.0, 311193.0, 311368.0, 311524.0, 311324.0, 311324.0, 311408.0, 311408.0, 311308.0, 311308.0, 311145.0, 311381.0, 311381.0, 311103.0, 311103.0, 311436.0, 311023.0, 311023.0, 311423.0, 311423.0, 311330.0, 311229.0, 311281.0, 311281.0]",0.26666666666666666,-12.0,-0.7999999999999998,,,,,,,,,,,,,,6.0,6.666666666666667,6.5,40.0,6.0,4.166666666666667,4.0,25.0,3.0,2.0,3.0,"[311324.0, 311324.0, 311408.0, 311408.0, 311145.0, 311103.0, 311103.0, 311330.0]",0.5,15.0,2.5,9.0,4.666666666666667,3.0,42.0,9.0,7.666666666666667,9.0,69.0,8.0,7.0,1.0,"[311193.0, 311193.0, 311368.0, 311524.0, 311308.0, 311308.0, 311381.0, 311381.0, 311436.0, 311023.0, 311023.0, 311423.0, 311423.0, 311229.0, 311281.0, 311281.0]",0.1111111111111111,-27.0,-3.0
Bay City John Glenn,311023,2012,18,9.277777777777779,8.0,167.0,18,2.1666666666666665,1.5,39.0,3.0,10.0,15.0,"[311557.0, 311557.0, 311355.0, 311312.0, 311312.0, 311203.0, 311381.0, 311060.0, 311185.0, 311185.0, 311060.0, 311605.0, 311605.0, 311160.0, 311160.0, 311062.0, 311220.0, 311220.0, 311367.0, 311367.0, 311160.0, 311330.0, 311599.0, 311126.0, 311185.0, 311185.0, 311599.0, 311180.0]",0.8333333333333334,128.0,7.1111111111111125,,,,,,,,,,,,,,10.0,7.2,7.5,72.0,10.0,3.5,3.5,35.0,3.0,3.0,7.0,"[311203.0, 311381.0, 311605.0, 311605.0, 311220.0, 311220.0, 311367.0, 311367.0, 311160.0, 311330.0, 311185.0, 311185.0, 311180.0]",0.7,37.0,3.7,8.0,11.875,12.5,95.0,8.0,0.5,0.0,4.0,0.0,7.0,8.0,"[311557.0, 311557.0, 311355.0, 311312.0, 311312.0, 311060.0, 311185.0, 311185.0, 311060.0, 311160.0, 311160.0, 311062.0, 311599.0, 311126.0, 311599.0]",1.0,91.0,11.375
Bay City Western,311220,2012,19,8.894736842105264,6.0,169.0,19,2.3684210526315788,0.0,45.0,4.0,4.0,15.0,"[311432.0, 311432.0, 311281.0, 311042.0, 311368.0, 311368.0, 311103.0, 311324.0, 311423.0, 311423.0, 311384.0, 311384.0, 311308.0, 311275.0, 311023.0, 311023.0, 311605.0, 311605.0, 311408.0, 311408.0, 311486.0, 311486.0, 311308.0]",0.7894736842105263,124.0,6.526315789473685,,,,,,,,,,,,,,12.0,7.25,4.5,87.0,12.0,3.6666666666666665,2.5,44.0,4.0,2.0,8.0,"[311432.0, 311432.0, 311103.0, 311423.0, 311423.0, 311384.0, 311384.0, 311275.0, 311605.0, 311605.0, 311408.0, 311408.0, 311486.0, 311486.0]",0.6666666666666666,43.0,3.5833333333333335,7.0,11.714285714285714,15.0,82.0,7.0,0.14285714285714285,0.0,1.0,0.0,2.0,7.0,"[311281.0, 311042.0, 311368.0, 311368.0, 311324.0, 311308.0, 311023.0, 311023.0, 311308.0]",1.0,81.0,11.571428571428571
Beal City,311356,2012,11,7.909090909090909,6.0,87.0,11,1.8181818181818181,0.0,20.0,1.0,3.0,9.0,"[311240.0, 311420.0, 311420.0, 311057.0, 311057.0, 311455.0, 311499.0, 311499.0, 311220.0, 311528.0, 311528.0, 311098.0, 311344.0]",0.8181818181818182,67.0,6.090909090909091,,,,,,,,,,,,,,9.0,8.222222222222221,6.0,74.0,9.0,1.7777777777777777,0.0,16.0,1.0,1.0,7.0,"[311420.0, 311420.0, 311057.0, 311057.0, 311499.0, 311499.0, 311528.0, 311528.0, 311344.0]",0.7777777777777778,58.0,6.444444444444444,2.0,6.5,6.5,13.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,"[311240.0, 311455.0, 311220.0, 311098.0]",1.0,9.0,4.5
Beaverton,311387,2012,7,8.571428571428571,9.0,60.0,7,6.142857142857143,5.0,43.0,1.0,14.0,5.0,"[311588.0, 311588.0, 311014.0, 311014.0, 311583.0, 311287.0, 311472.0, 311472.0, 311240.0, 311014.0, 311112.0, 311057.0, 311114.0, 311179.0, 311179.0, 311110.0, 311110.0, 311420.0, 311008.0, 311363.0]",0.7142857142857143,17.0,2.428571428571428,,,,,,,,,,,,,,4.0,10.0,9.5,40.0,4.0,6.75,6.5,27.0,0.0,6.0,3.0,"[311583.0, 311472.0, 311472.0, 311240.0, 311057.0, 311114.0, 311110.0, 311110.0, 311363.0]",0.75,13.0,3.25,3.0,6.666666666666667,4.0,20.0,3.0,5.333333333333333,3.0,16.0,1.0,8.0,2.0,"[311588.0, 311588.0, 311014.0, 311014.0, 311287.0, 311014.0, 311112.0, 311179.0, 311179.0, 311420.0, 311008.0]",0.6666666666666666,4.0,1.333333333333334
Belding,311337,2012,19,4.2105263157894735,4.0,80.0,19,6.684210526315789,6.0,127.0,11.0,9.0,8.0,"[311407.0, 311572.0, 311572.0, 311407.0, 311207.0, 311207.0, 311421.0, 311421.0, 311482.0, 311482.0, 311421.0, 311250.0, 311162.0, 311162.0, 311162.0, 311182.0, 311544.0, 311544.0, 311544.0, 311406.0, 311092.0, 311092.0, 311092.0, 311048.0, 311500.0, 311500.0, 311246.0, 311246.0]",0.42105263157894735,-47.0,-2.473684210526316,,,,,,,,,,,,,,7.0,3.2857142857142856,3.0,23.0,7.0,8.428571428571429,8.0,59.0,6.0,2.0,1.0,"[311421.0, 311421.0, 311162.0, 311162.0, 311162.0, 311544.0, 311092.0, 311500.0, 311500.0]",0.14285714285714285,-36.0,-5.142857142857143,12.0,4.75,4.5,57.0,12.0,5.666666666666667,5.0,68.0,5.0,7.0,7.0,"[311407.0, 311572.0, 311572.0, 311407.0, 311207.0, 311207.0, 311482.0, 311482.0, 311421.0, 311250.0, 311182.0, 311544.0, 311544.0, 311406.0, 311092.0, 311092.0, 311048.0, 311246.0, 311246.0]",0.5833333333333334,-11.0,-0.916666666666667
Bellaire,311157,2012,0,,,0.0,0,,,0.0,0.0,2.0,0.0,"[311453.0, 311453.0]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,"[311453.0, 311453.0]",,0.0,
Belleville,311563,2012,11,2.727272727272727,2.0,30.0,11,6.181818181818182,4.0,68.0,10.0,2.0,1.0,"[311040.0, 311501.0, 311501.0, 311359.0, 311359.0, 311235.0, 311235.0, 311439.0, 311556.0, 311533.0, 311464.0, 311218.0, 311533.0]",0.09090909090909091,-38.0,-3.4545454545454546,,,,,,,,,,,,,,9.0,3.3333333333333335,3.0,30.0,9.0,5.555555555555555,4.0,50.0,8.0,0.0,1.0,"[311040.0, 311501.0, 311501.0, 311359.0, 311359.0, 311439.0, 311556.0, 311464.0, 311533.0]",0.1111111111111111,-20.0,-2.222222222222222,2.0,0.0,0.0,0.0,2.0,9.0,9.0,18.0,2.0,2.0,0.0,"[311235.0, 311235.0, 311533.0, 311218.0]",0.0,-18.0,-9.0
Bellevue,311437,2012,10,7.8,5.0,78.0,10,4.4,4.5,44.0,5.0,4.0,5.0,"[311173.0, 311173.0, 311016.0, 311052.0, 311052.0, 311365.0, 311440.0, 311440.0, 311523.0, 311523.0, 311053.0, 311053.0, 311299.0, 311299.0]",0.5,34.0,3.3999999999999995,,,,,,,,,,,,,,10.0,7.8,5.0,78.0,10.0,4.4,4.5,44.0,5.0,0.0,5.0,"[311173.0, 311173.0, 311052.0, 311052.0, 311440.0, 311440.0, 311053.0, 311053.0, 311299.0, 311299.0]",0.5,34.0,3.3999999999999995,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[311016.0, 311365.0, 311523.0, 311523.0]",,0.0,
Benton Harbor,311506,2012,8,2.375,1.0,19.0,8,10.75,12.0,86.0,8.0,2.0,0.0,"[311471.0, 311537.0, 311170.0, 311170.0, 311327.0, 311327.0, 311042.0, 311042.0, 311262.0, 311262.0]",0.0,-67.0,-8.375,,,,,,,,,,,,,,6.0,3.1666666666666665,2.5,19.0,6.0,10.833333333333334,12.0,65.0,6.0,2.0,0.0,"[311471.0, 311537.0, 311170.0, 311170.0, 311327.0, 311327.0, 311262.0, 311262.0]",0.0,-46.0,-7.666666666666668,2.0,0.0,0.0,0.0,2.0,10.5,10.5,21.0,2.0,0.0,0.0,"[311042.0, 311042.0]",0.0,-21.0,-10.5
Benzie Central,311413,2012,10,9.3,6.5,93.0,10,3.0,3.0,30.0,1.0,5.0,9.0,"[311048.0, 311048.0, 311163.0, 311093.0, 311093.0, 311175.0, 311163.0, 311163.0, 311011.0, 311548.0, 311548.0, 311230.0, 311029.0, 311029.0, 311516.0]",0.9,63.0,6.300000000000001,,,,,,,,,,,,,,4.0,4.75,6.0,19.0,4.0,2.25,2.0,9.0,1.0,2.0,3.0,"[311093.0, 311093.0, 311011.0, 311230.0, 311029.0, 311029.0]",0.75,10.0,2.5,6.0,12.333333333333334,12.0,74.0,6.0,3.5,3.5,21.0,0.0,3.0,6.0,"[311048.0, 311048.0, 311163.0, 311175.0, 311163.0, 311163.0, 311548.0, 311548.0, 311516.0]",1.0,53.0,8.833333333333334
Berkley,311339,2012,24,9.166666666666666,10.0,220.0,24,4.875,3.0,117.0,6.0,3.0,18.0,"[311223.0, 311629.0, 311091.0, 311460.0, 311429.0, 311096.0, 311096.0, 311136.0, 311540.0, 311139.0, 311072.0, 311072.0, 311009.0, 311223.0, 311476.0, 311030.0, 311629.0, 311521.0, 311429.0, 311495.0, 311091.0, 311136.0, 311146.0, 311540.0, 311180.0, 311089.0, 311089.0]",0.75,103.0,4.291666666666666,,,,,,,,,,,,,,14.0,8.214285714285714,7.5,115.0,14.0,4.785714285714286,2.5,67.0,3.0,1.0,11.0,"[311223.0, 311629.0, 311091.0, 311096.0, 311096.0, 311136.0, 311540.0, 311072.0, 311072.0, 311476.0, 311629.0, 311429.0, 311495.0, 311089.0, 311089.0]",0.7857142857142857,48.0,3.428571428571428,10.0,10.5,10.5,105.0,10.0,5.0,4.0,50.0,3.0,2.0,7.0,"[311460.0, 311429.0, 311139.0, 311009.0, 311223.0, 311030.0, 311521.0, 311091.0, 311136.0, 311146.0, 311540.0, 311180.0]",0.7,55.0,5.5
Berrien Springs,311034,2012,4,4.5,4.0,18.0,4,5.0,4.5,20.0,2.0,8.0,2.0,"[311027.0, 311428.0, 311428.0, 311148.0, 311148.0, 311304.0, 311274.0, 311274.0, 311479.0, 311479.0, 311353.0, 311392.0]",0.5,-2.0,-0.5,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,3.0,0.0,"[311148.0, 311148.0, 311304.0]",,0.0,,4.0,4.5,4.0,18.0,4.0,5.0,4.5,20.0,2.0,5.0,2.0,"[311027.0, 311428.0, 311428.0, 311274.0, 311274.0, 311479.0, 311479.0, 311353.0, 311392.0]",0.5,-2.0,-0.5
Big Rapids,311057,2012,11,4.363636363636363,3.0,48.0,11,5.818181818181818,6.0,64.0,6.0,15.0,4.0,"[311141.0, 311141.0, 311347.0, 311068.0, 311356.0, 311356.0, 311445.0, 311445.0, 311550.0, 311550.0, 311482.0, 311482.0, 311250.0, 311250.0, 311387.0, 311119.0, 311119.0, 311290.0, 311207.0, 311297.0, 311297.0, 311178.0, 311623.0, 311445.0, 311445.0]",0.36363636363636365,-16.0,-1.454545454545455,,,,,,,,,,,,,,6.0,5.166666666666667,5.0,31.0,6.0,5.833333333333333,6.0,35.0,3.0,8.0,3.0,"[311141.0, 311141.0, 311347.0, 311445.0, 311445.0, 311550.0, 311550.0, 311250.0, 311250.0, 311119.0, 311119.0, 311207.0, 311445.0, 311445.0]",0.5,-4.0,-0.6666666666666661,5.0,3.4,2.0,17.0,5.0,5.8,6.0,29.0,3.0,7.0,1.0,"[311068.0, 311356.0, 311356.0, 311482.0, 311482.0, 311387.0, 311290.0, 311297.0, 311297.0, 311178.0, 311623.0]",0.2,-12.0,-2.4
Big Rapids Crossroads Academy,311032,2012,0,,,0.0,0,,,0.0,0.0,5.0,0.0,"[311019.0, 311019.0, 311549.0, 311099.0, 311099.0]",,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,"[311099.0, 311099.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,3.0,0.0,"[311019.0, 311019.0, 311549.0]",,0.0,
Birch Run,311341,2012,23,5.478260869565218,5.0,126.0,23,3.739130434782609,2.0,86.0,9.0,8.0,14.0,"[311551.0, 311551.0, 311363.0, 311363.0, 311273.0, 311273.0, 311233.0, 311233.0, 311472.0, 311472.0, 311324.0, 311324.0, 311466.0, 311466.0, 311324.0, 311324.0, 311224.0, 311224.0, 311303.0, 311303.0, 311561.0, 311561.0, 311026.0, 311436.0, 311436.0, 311026.0, 311026.0, 311432.0, 311432.0, 311202.0, 311202.0]",0.6086956521739131,40.0,1.7391304347826089,,,,,,,,,,,,,,11.0,6.181818181818182,6.0,68.0,11.0,2.090909090909091,1.0,23.0,2.0,4.0,9.0,"[311273.0, 311273.0, 311472.0, 311472.0, 311324.0, 311324.0, 311224.0, 311224.0, 311026.0, 311436.0, 311436.0, 311026.0, 311026.0, 311202.0, 311202.0]",0.8181818181818182,45.0,4.090909090909091,12.0,4.833333333333333,3.5,58.0,12.0,5.25,5.0,63.0,7.0,4.0,5.0,"[311551.0, 311551.0, 311363.0, 311363.0, 311233.0, 311233.0, 311466.0, 311466.0, 311324.0, 311324.0, 311303.0, 311303.0, 311561.0, 311561.0, 311432.0, 311432.0]",0.4166666666666667,-5.0,-0.41666666666666696
Birmingham Brother Rice,311121,2012,30,6.0,5.0,180.0,30,2.1333333333333333,2.0,64.0,7.0,4.0,23.0,"[311351.0, 311351.0, 311277.0, 311277.0, 311277.0, 311133.0, 311030.0, 311030.0, 311505.0, 311505.0, 311372.0, 311372.0, 311316.0, 311316.0, 311126.0, 311126.0, 311022.0, 311022.0, 311228.0, 311228.0, 311277.0, 311277.0, 311372.0, 311372.0, 311316.0, 311316.0, 311126.0, 311126.0, 311228.0, 311228.0, 311049.0, 311049.0, 311485.0, 311485.0]",0.7666666666666667,116.0,3.8666666666666667,,,,,,,,,,,,,,11.0,5.0,4.0,55.0,11.0,2.0,2.0,22.0,1.0,0.0,10.0,"[311277.0, 311277.0, 311277.0, 311126.0, 311126.0, 311228.0, 311228.0, 311372.0, 311372.0, 311316.0, 311316.0]",0.9090909090909091,33.0,3.0,19.0,6.578947368421052,5.0,125.0,19.0,2.210526315789474,3.0,42.0,6.0,4.0,13.0,"[311351.0, 311351.0, 311133.0, 311030.0, 311030.0, 311505.0, 311505.0, 311372.0, 311372.0, 311316.0, 311316.0, 311022.0, 311022.0, 311277.0, 311277.0, 311126.0, 311126.0, 311228.0, 311228.0, 311049.0, 311049.0, 311485.0, 311485.0]",0.6842105263157895,83.0,4.368421052631579
Birmingham Groves,311180,2012,27,6.888888888888889,6.0,186.0,27,7.111111111111111,5.0,192.0,12.0,3.0,15.0,"[311159.0, 311476.0, 311435.0, 311404.0, 311072.0, 311072.0, 311460.0, 311208.0, 311495.0, 311495.0, 311358.0, 311429.0, 311476.0, 311476.0, 311267.0, 311267.0, 311009.0, 311404.0, 311404.0, 311072.0, 311460.0, 311460.0, 311336.0, 311521.0, 311208.0, 311208.0, 311339.0, 311358.0, 311358.0, 311023.0]",0.5555555555555556,-6.0,-0.22222222222222143,,,,,,,,,,,,,,16.0,6.5625,6.5,105.0,16.0,8.375,7.5,134.0,7.0,1.0,9.0,"[311159.0, 311072.0, 311072.0, 311460.0, 311208.0, 311495.0, 311495.0, 311476.0, 311476.0, 311267.0, 311267.0, 311404.0, 311404.0, 311336.0, 311339.0, 311358.0, 311358.0]",0.5625,-29.0,-1.8125,11.0,7.363636363636363,6.0,81.0,11.0,5.2727272727272725,5.0,58.0,5.0,2.0,6.0,"[311476.0, 311435.0, 311404.0, 311358.0, 311429.0, 311009.0, 311072.0, 311460.0, 311460.0, 311521.0, 311208.0, 311208.0, 311023.0]",0.5454545454545454,23.0,2.090909090909091
Birmingham Seaholm,311476,2012,26,5.769230769230769,5.0,150.0,26,6.230769230769231,6.0,162.0,15.0,4.0,11.0,"[nan, 312433.0, 312433.0, nan, 312164.0, 311180.0, 311460.0, 311358.0, 311009.0, 311404.0, 311208.0, 311136.0, 311180.0, 311180.0, 311089.0, 311460.0, 311460.0, 311339.0, 311358.0, 311358.0, 311164.0, 311404.0, 311404.0, 311352.0, 311208.0, 311208.0, 311015.0, 311200.0, 311015.0, 311015.0]",0.4230769230769231,-12.0,-0.4615384615384617,,,,,,,,,,,,,,11.0,6.090909090909091,6.0,67.0,11.0,6.2727272727272725,7.0,69.0,5.0,2.0,6.0,"[nan, nan, 311180.0, 311404.0, 311136.0, 311089.0, 311460.0, 311460.0, 311358.0, 311358.0, 311352.0, 311208.0, 311208.0]",0.5454545454545454,-2.0,-0.18181818181818166,15.0,5.533333333333333,4.0,83.0,15.0,6.2,6.0,93.0,10.0,2.0,5.0,"[312433.0, 312433.0, 312164.0, 311460.0, 311358.0, 311009.0, 311208.0, 311180.0, 311180.0, 311339.0, 311164.0, 311404.0, 311404.0, 311015.0, 311200.0, 311015.0, 311015.0]",0.3333333333333333,-10.0,-0.666666666666667
